日期,单位净值,累计净值,基金代码,基金名称
2019-12-23 00:00:00,1.0185,1.0335,007094,建信中债3-5年国开行债券指数A
2019-12-20 00:00:00,1.0178,1.0328,007094,建信中债3-5年国开行债券指数A
2019-12-19 00:00:00,1.0166,1.0316,007094,建信中债3-5年国开行债券指数A
2019-12-18 00:00:00,1.0162,1.0312,007094,建信中债3-5年国开行债券指数A
2019-12-17 00:00:00,1.0161,1.0311,007094,建信中债3-5年国开行债券指数A
2019-12-16 00:00:00,1.0166,1.0316,007094,建信中债3-5年国开行债券指数A
2019-12-13 00:00:00,1.0312,1.0312,007094,建信中债3-5年国开行债券指数A
2019-12-12 00:00:00,1.0315,1.0315,007094,建信中债3-5年国开行债券指数A
2019-12-11 00:00:00,1.0299,1.0299,007094,建信中债3-5年国开行债券指数A
2019-12-10 00:00:00,1.0297,1.0297,007094,建信中债3-5年国开行债券指数A
2019-12-09 00:00:00,1.0294,1.0294,007094,建信中债3-5年国开行债券指数A
2019-12-06 00:00:00,1.0295,1.0295,007094,建信中债3-5年国开行债券指数A
2019-12-05 00:00:00,1.0297,1.0297,007094,建信中债3-5年国开行债券指数A
2019-12-04 00:00:00,1.0294,1.0294,007094,建信中债3-5年国开行债券指数A
2019-12-03 00:00:00,1.0289,1.0289,007094,建信中债3-5年国开行债券指数A
2019-12-02 00:00:00,1.0285,1.0285,007094,建信中债3-5年国开行债券指数A
2019-11-29 00:00:00,1.0284,1.0284,007094,建信中债3-5年国开行债券指数A
2019-11-28 00:00:00,1.0281,1.0281,007094,建信中债3-5年国开行债券指数A
2019-11-27 00:00:00,1.0277,1.0277,007094,建信中债3-5年国开行债券指数A
2019-11-26 00:00:00,1.0272,1.0272,007094,建信中债3-5年国开行债券指数A
2019-12-24 00:00:00,1.1214,1.1214,007099,安信尊享添益债券C
2019-12-23 00:00:00,1.1206,1.1206,007099,安信尊享添益债券C
2019-12-20 00:00:00,1.1205,1.1205,007099,安信尊享添益债券C
2019-12-19 00:00:00,1.1203,1.1203,007099,安信尊享添益债券C
2019-12-18 00:00:00,1.1203,1.1203,007099,安信尊享添益债券C
2019-12-17 00:00:00,1.1203,1.1203,007099,安信尊享添益债券C
2019-12-16 00:00:00,1.1198,1.1198,007099,安信尊享添益债券C
2019-12-13 00:00:00,1.119,1.119,007099,安信尊享添益债券C
2019-12-12 00:00:00,1.1184,1.1184,007099,安信尊享添益债券C
2019-12-11 00:00:00,1.1178,1.1178,007099,安信尊享添益债券C
2019-12-10 00:00:00,1.1175,1.1175,007099,安信尊享添益债券C
2019-12-09 00:00:00,1.1173,1.1173,007099,安信尊享添益债券C
2019-12-06 00:00:00,1.1168,1.1168,007099,安信尊享添益债券C
2019-12-05 00:00:00,1.1165,1.1165,007099,安信尊享添益债券C
2019-12-04 00:00:00,1.1159,1.1159,007099,安信尊享添益债券C
2019-12-03 00:00:00,1.1158,1.1158,007099,安信尊享添益债券C
2019-12-02 00:00:00,1.1159,1.1159,007099,安信尊享添益债券C
2019-11-29 00:00:00,1.1154,1.1154,007099,安信尊享添益债券C
2019-11-28 00:00:00,1.1153,1.1153,007099,安信尊享添益债券C
2019-11-27 00:00:00,1.1152,1.1152,007099,安信尊享添益债券C
2019-11-26 00:00:00,1.1151,1.1151,007099,安信尊享添益债券C
